"","TreeID","TreeForm","Girth_cm","Stems","HeightGirth_cm","Estimated","Year"
"37",4,"maiden",152,"NULL",NA,"NULL",2008
"38",4,"maiden",152,"NULL",NA,"NULL",2009
"39",4,"maiden",152,"NULL",NA,"NULL",2010
"40",4,"maiden",152,"NULL",NA,"NULL",2011
"41",4,"maiden",152,"NULL",NA,"NULL",2012
"42",4,"maiden",152,"NULL",NA,"NULL",2013
"43",4,"maiden",152,"NULL",NA,"NULL",2014
"44",4,"maiden",152,"NULL",NA,"NULL",2015
"45",4,"maiden",174,"1","130","0",2016
"46",4,"maiden",174,"1","130","0",2017
"47",4,"maiden",174,"1","130","0",2018
"48",4,"maiden",174,"1","130","0",2019
"49",5,"maiden",402,"NULL",NA,"NULL",2007
"50",5,"maiden",402,"NULL",NA,"NULL",2008
"51",5,"maiden",402,"NULL",NA,"NULL",2009
"52",5,"maiden",402,"NULL",NA,"NULL",2010
"53",5,"maiden",402,"NULL",NA,"NULL",2011
"54",5,"maiden",402,"NULL",NA,"NULL",2012
"55",5,"maiden",402,"NULL",NA,"NULL",2013
"56",5,"maiden",402,"NULL",NA,"NULL",2014
"57",5,"maiden",402,"NULL",NA,"NULL",2015
"58",5,"maiden",406,"1","130","0",2016
"59",5,"maiden",406,"1","130","0",2017
"60",5,"maiden",406,"1","130","0",2018
"61",5,"maiden",406,"1","130","0",2019
"62",6,"maiden",303,"NULL",NA,"NULL",2007
"63",6,"maiden",303,"NULL",NA,"NULL",2008
"64",6,"maiden",303,"NULL",NA,"NULL",2009
"65",6,"maiden",303,"NULL",NA,"NULL",2010
"66",6,"maiden",303,"NULL",NA,"NULL",2011
"67",6,"maiden",303,"NULL",NA,"NULL",2012
"68",6,"maiden",303,"NULL",NA,"NULL",2013
"69",6,"maiden",303,"NULL",NA,"NULL",2014
"70",6,"maiden",303,"NULL",NA,"NULL",2015
"71",6,"maiden",376,"1","130","0",2016
"72",6,"maiden",376,"1","130","0",2017
"73",6,"maiden",376,"1","130","0",2018
"74",6,"maiden",376,"1","130","0",2019
"75",7,"maiden",380,"NULL",NA,"NULL",2007
"76",7,"maiden",380,"NULL",NA,"NULL",2008
"77",7,"maiden",380,"NULL",NA,"NULL",2009
"78",7,"maiden",380,"NULL",NA,"NULL",2010
"79",7,"maiden",380,"NULL",NA,"NULL",2011
"80",7,"maiden",380,"NULL",NA,"NULL",2012
"81",7,"maiden",380,"NULL",NA,"NULL",2013
"82",7,"maiden",380,"NULL",NA,"NULL",2014
"83",7,"maiden",380,"NULL",NA,"NULL",2015
"84",7,"maiden",317,"1","130","0",2016
"85",7,"maiden",317,"1","130","0",2017
"86",7,"maiden",317,"1","130","0",2018
"87",7,"maiden",317,"1","130","0",2019
"88",10,"maiden",84,"NULL",NA,"NULL",2007
"89",10,"maiden",84,"NULL",NA,"NULL",2008
"90",10,"maiden",84,"NULL",NA,"NULL",2009
"91",10,"maiden",84,"NULL",NA,"NULL",2010
"92",10,"maiden",84,"NULL",NA,"NULL",2011
"93",10,"maiden",84,"NULL",NA,"NULL",2012
"94",10,"maiden",84,"NULL",NA,"NULL",2013
"95",10,"maiden",84,"NULL",NA,"NULL",2014
"96",10,"maiden",84,"NULL",NA,"NULL",2015
"97",11,"maiden",50,"NULL",NA,"NULL",2007
"98",11,"maiden",50,"NULL",NA,"NULL",2008
"99",11,"maiden",50,"NULL",NA,"NULL",2009
"100",11,"maiden",50,"NULL",NA,"NULL",2010
"101",11,"maiden",50,"NULL",NA,"NULL",2011
"102",11,"maiden",50,"NULL",NA,"NULL",2012
"103",11,"maiden",50,"NULL",NA,"NULL",2013
"104",11,"maiden",50,"NULL",NA,"NULL",2014
"105",11,"maiden",50,"NULL",NA,"NULL",2015
"106",12,"maiden",220,"NULL",NA,"NULL",2007
"107",12,"maiden",220,"NULL",NA,"NULL",2008
"108",12,"maiden",220,"NULL",NA,"NULL",2009
"109",12,"maiden",220,"NULL",NA,"NULL",2010
"110",12,"maiden",220,"NULL",NA,"NULL",2011
"111",12,"maiden",220,"NULL",NA,"NULL",2012
"112",12,"maiden",220,"NULL",NA,"NULL",2013
"113",12,"maiden",220,"NULL",NA,"NULL",2014
"114",12,"maiden",220,"NULL",NA,"NULL",2015
"115",13,"maiden",100,"NULL",NA,"NULL",2007
"116",13,"maiden",100,"NULL",NA,"NULL",2008
"117",13,"maiden",100,"NULL",NA,"NULL",2009
"118",13,"maiden",100,"NULL",NA,"NULL",2010
"119",13,"maiden",100,"NULL",NA,"NULL",2011
"120",13,"maiden",100,"NULL",NA,"NULL",2012
"121",13,"maiden",100,"NULL",NA,"NULL",2013
"122",13,"maiden",100,"NULL",NA,"NULL",2014
"123",13,"maiden",100,"NULL",NA,"NULL",2015
"124",14,"maiden",107,"NULL",NA,"NULL",2007
"125",14,"maiden",107,"NULL",NA,"NULL",2008
"126",14,"maiden",107,"NULL",NA,"NULL",2009
"127",14,"maiden",107,"NULL",NA,"NULL",2010
"128",14,"maiden",107,"NULL",NA,"NULL",2011
"129",14,"maiden",107,"NULL",NA,"NULL",2012
"130",14,"maiden",107,"NULL",NA,"NULL",2013
"131",14,"maiden",107,"NULL",NA,"NULL",2014
"132",14,"maiden",107,"NULL",NA,"NULL",2015
"133",15,"maiden",190,"NULL",NA,"NULL",2007
"134",15,"maiden",190,"NULL",NA,"NULL",2008
"135",15,"maiden",190,"NULL",NA,"NULL",2009
"136",15,"maiden",190,"NULL",NA,"NULL",2010
"137",15,"maiden",190,"NULL",NA,"NULL",2011
"138",15,"maiden",190,"NULL",NA,"NULL",2012
"139",15,"maiden",190,"NULL",NA,"NULL",2013
"140",15,"maiden",190,"NULL",NA,"NULL",2014
"141",15,"maiden",190,"NULL",NA,"NULL",2015
"142",16,"maiden",175,"NULL",NA,"NULL",2007
"143",16,"maiden",175,"NULL",NA,"NULL",2008
"144",16,"maiden",175,"NULL",NA,"NULL",2009
"145",16,"maiden",175,"NULL",NA,"NULL",2010
"146",16,"maiden",175,"NULL",NA,"NULL",2011
"147",16,"maiden",175,"NULL",NA,"NULL",2012
"148",16,"maiden",175,"NULL",NA,"NULL",2013
"149",16,"maiden",175,"NULL",NA,"NULL",2014
"150",16,"maiden",175,"NULL",NA,"NULL",2015
"151",16,"maiden",173,"1","130","0",2016
"152",16,"maiden",173,"1","130","0",2017
"153",16,"maiden",173,"1","130","0",2018
"154",16,"maiden",173,"1","130","0",2019
"155",17,"maiden",169,"NULL",NA,"NULL",2007
"156",17,"maiden",169,"NULL",NA,"NULL",2008
"157",17,"maiden",169,"NULL",NA,"NULL",2009
"158",17,"maiden",169,"NULL",NA,"NULL",2010
"159",17,"maiden",169,"NULL",NA,"NULL",2011
"160",17,"maiden",169,"NULL",NA,"NULL",2012
"161",17,"maiden",169,"NULL",NA,"NULL",2013
"162",17,"maiden",169,"NULL",NA,"NULL",2014
"163",17,"maiden",169,"NULL",NA,"NULL",2015
"164",17,"maiden",169,"1","130","0",2016
"165",17,"maiden",169,"1","130","0",2017
"166",17,"maiden",169,"1","130","0",2018
"167",17,"maiden",169,"1","130","0",2019
"168",18,"maiden",75,"NULL",NA,"NULL",2007
"169",18,"maiden",75,"NULL",NA,"NULL",2008
"170",18,"maiden",75,"NULL",NA,"NULL",2009
"171",18,"maiden",75,"NULL",NA,"NULL",2010
"172",18,"maiden",75,"NULL",NA,"NULL",2011
"173",18,"maiden",75,"NULL",NA,"NULL",2012
"174",18,"maiden",75,"NULL",NA,"NULL",2013
"175",18,"maiden",75,"NULL",NA,"NULL",2014
"176",18,"maiden",75,"NULL",NA,"NULL",2015
"177",19,"maiden",115,"NULL",NA,"NULL",2007
"178",19,"maiden",115,"NULL",NA,"NULL",2008
"179",19,"maiden",115,"NULL",NA,"NULL",2009
"180",19,"maiden",115,"NULL",NA,"NULL",2010
"181",19,"maiden",115,"NULL",NA,"NULL",2011
"182",19,"maiden",115,"NULL",NA,"NULL",2012
"183",19,"maiden",115,"NULL",NA,"NULL",2013
"184",19,"maiden",115,"NULL",NA,"NULL",2014
"185",19,"maiden",115,"NULL",NA,"NULL",2015
"186",19,"maiden",120,"1","130","0",2016
"187",19,"maiden",120,"1","130","0",2017
"188",19,"maiden",120,"1","130","0",2018
"189",19,"maiden",120,"1","130","0",2019
"190",20,"maiden",66,"NULL",NA,"NULL",2007
"191",20,"maiden",66,"NULL",NA,"NULL",2008
"192",20,"maiden",66,"NULL",NA,"NULL",2009
"193",20,"maiden",66,"NULL",NA,"NULL",2010
"194",20,"maiden",66,"NULL",NA,"NULL",2011
"195",20,"maiden",66,"NULL",NA,"NULL",2012
"196",20,"maiden",66,"NULL",NA,"NULL",2013
"197",20,"maiden",66,"NULL",NA,"NULL",2014
"198",20,"maiden",66,"NULL",NA,"NULL",2015
"199",20,"maiden",68,"1","130","0",2016
"200",20,"maiden",68,"1","130","0",2017
"201",20,"maiden",68,"1","130","0",2018
"202",20,"maiden",68,"1","130","0",2019
"203",21,"maiden",74,"NULL",NA,"NULL",2007
"204",21,"maiden",74,"NULL",NA,"NULL",2008
"205",21,"maiden",74,"NULL",NA,"NULL",2009
"206",21,"maiden",74,"NULL",NA,"NULL",2010
"207",21,"maiden",74,"NULL",NA,"NULL",2011
"208",21,"maiden",74,"NULL",NA,"NULL",2012
"209",21,"maiden",74,"NULL",NA,"NULL",2013
"210",21,"maiden",74,"NULL",NA,"NULL",2014
"211",21,"maiden",74,"NULL",NA,"NULL",2015
"212",21,"maiden",92,"1","130","0",2016
"213",21,"maiden",92,"1","130","0",2017
"214",21,"maiden",92,"1","130","0",2018
"215",21,"maiden",92,"1","130","0",2019
"216",22,"maiden",120,"NULL",NA,"NULL",2007
"217",22,"maiden",120,"NULL",NA,"NULL",2008
"218",22,"maiden",120,"NULL",NA,"NULL",2009
"219",22,"maiden",120,"NULL",NA,"NULL",2010
"220",22,"maiden",120,"NULL",NA,"NULL",2011
"221",22,"maiden",120,"NULL",NA,"NULL",2012
"222",22,"maiden",120,"NULL",NA,"NULL",2013
"223",22,"maiden",120,"NULL",NA,"NULL",2014
"224",22,"maiden",120,"NULL",NA,"NULL",2015
"225",22,"maiden",165,"1","130","0",2016
"226",22,"maiden",165,"1","130","0",2017
"227",22,"maiden",165,"1","130","0",2018
"228",22,"maiden",165,"1","130","0",2019
"229",23,"maiden",137,"NULL",NA,"NULL",2007
"230",23,"maiden",137,"NULL",NA,"NULL",2008
"231",23,"maiden",137,"NULL",NA,"NULL",2009
"232",23,"maiden",137,"NULL",NA,"NULL",2010
"233",23,"maiden",137,"NULL",NA,"NULL",2011
"234",23,"maiden",137,"NULL",NA,"NULL",2012
"235",23,"maiden",137,"NULL",NA,"NULL",2013
"236",23,"maiden",137,"NULL",NA,"NULL",2014
"237",23,"maiden",137,"NULL",NA,"NULL",2015
"238",23,"maiden",140,"1","130","0",2016
"239",23,"maiden",140,"1","130","0",2017
"240",23,"maiden",140,"1","130","0",2018
"241",23,"maiden",140,"1","130","0",2019
"242",24,"maiden",146,"NULL",NA,"NULL",2007
"243",24,"maiden",146,"NULL",NA,"NULL",2008
"244",24,"maiden",146,"NULL",NA,"NULL",2009
"245",24,"maiden",146,"NULL",NA,"NULL",2010
"246",24,"maiden",146,"NULL",NA,"NULL",2011
"247",24,"maiden",146,"NULL",NA,"NULL",2012
"248",24,"maiden",146,"NULL",NA,"NULL",2013
"249",24,"maiden",146,"NULL",NA,"NULL",2014
"250",24,"maiden",146,"NULL",NA,"NULL",2015
"251",24,"maiden",156,"1","130","0",2016
"252",24,"maiden",156,"1","130","0",2017
"253",24,"maiden",156,"1","130","0",2018
"254",24,"maiden",156,"1","130","0",2019
"255",25,"maiden",110,"1","130","0",2016
"256",25,"maiden",110,"1","130","0",2017
"257",25,"maiden",110,"1","130","0",2018
"258",25,"maiden",110,"1","130","0",2019
"259",26,"maiden",215,"NULL",NA,"NULL",2007
"260",26,"maiden",215,"NULL",NA,"NULL",2008
"261",26,"maiden",215,"NULL",NA,"NULL",2009
"262",26,"maiden",215,"NULL",NA,"NULL",2010
"263",26,"maiden",215,"NULL",NA,"NULL",2011
"264",26,"maiden",215,"NULL",NA,"NULL",2012
"265",26,"maiden",215,"NULL",NA,"NULL",2013
"266",26,"maiden",215,"NULL",NA,"NULL",2014
"267",26,"maiden",215,"NULL",NA,"NULL",2015
"268",26,"maiden",238,"1","130","0",2016
"269",26,"maiden",238,"1","130","0",2017
"270",26,"maiden",238,"1","130","0",2018
"271",26,"maiden",238,"1","130","0",2019
"272",27,"maiden",144,"NULL",NA,"NULL",2007
"273",27,"maiden",144,"NULL",NA,"NULL",2008
"274",27,"maiden",144,"NULL",NA,"NULL",2009
"275",27,"maiden",144,"NULL",NA,"NULL",2010
"276",27,"maiden",144,"NULL",NA,"NULL",2011
"277",27,"maiden",144,"NULL",NA,"NULL",2012
"278",27,"maiden",144,"NULL",NA,"NULL",2013
"279",27,"maiden",144,"NULL",NA,"NULL",2014
"280",27,"maiden",144,"NULL",NA,"NULL",2015
"281",27,"maiden",174,"1","130","0",2016
"282",27,"maiden",174,"1","130","0",2017
"283",27,"maiden",174,"1","130","0",2018
"284",27,"maiden",174,"1","130","0",2019
"285",28,"maiden",206,"NULL",NA,"NULL",2007
"286",28,"maiden",206,"NULL",NA,"NULL",2008
"287",28,"maiden",206,"NULL",NA,"NULL",2009
"288",28,"maiden",206,"NULL",NA,"NULL",2010
"289",28,"maiden",206,"NULL",NA,"NULL",2011
"290",28,"maiden",206,"NULL",NA,"NULL",2012
"291",28,"maiden",206,"NULL",NA,"NULL",2013
"292",28,"maiden",206,"NULL",NA,"NULL",2014
"293",28,"maiden",206,"NULL",NA,"NULL",2015
"294",28,"maiden",274,"1","130","0",2016
"295",28,"maiden",274,"1","130","0",2017
"296",28,"maiden",274,"1","130","0",2018
"297",28,"maiden",274,"1","130","0",2019
"298",29,"maiden",171,"NULL",NA,"NULL",2007
"299",29,"maiden",171,"NULL",NA,"NULL",2008
"300",29,"maiden",171,"NULL",NA,"NULL",2009
"301",29,"maiden",171,"NULL",NA,"NULL",2010
"302",29,"maiden",171,"NULL",NA,"NULL",2011
"303",29,"maiden",171,"NULL",NA,"NULL",2012
"304",29,"maiden",171,"NULL",NA,"NULL",2013
"305",29,"maiden",171,"NULL",NA,"NULL",2014
"306",29,"maiden",171,"NULL",NA,"NULL",2015
"307",29,"maiden",178,"1","130","0",2016
"308",29,"maiden",178,"1","130","0",2017
"309",29,"maiden",178,"1","130","0",2018
"310",29,"maiden",178,"1","130","0",2019
"311",30,"maiden",161,"NULL",NA,"NULL",2007
"312",30,"maiden",161,"NULL",NA,"NULL",2008
"313",30,"maiden",161,"NULL",NA,"NULL",2009
"314",30,"maiden",161,"NULL",NA,"NULL",2010
"315",30,"maiden",161,"NULL",NA,"NULL",2011
"316",30,"maiden",161,"NULL",NA,"NULL",2012
"317",30,"maiden",161,"NULL",NA,"NULL",2013
"318",30,"maiden",161,"NULL",NA,"NULL",2014
"319",30,"maiden",161,"NULL",NA,"NULL",2015
"320",30,"maiden",175,"1","130","0",2016
"321",30,"maiden",175,"1","130","0",2017
"322",30,"maiden",175,"1","130","0",2018
"323",30,"maiden",175,"1","130","0",2019
"324",31,"maiden",194,"NULL",NA,"NULL",2007
"325",31,"maiden",194,"NULL",NA,"NULL",2008
"326",31,"maiden",194,"NULL",NA,"NULL",2009
"327",31,"maiden",194,"NULL",NA,"NULL",2010
"328",31,"maiden",194,"NULL",NA,"NULL",2011
"329",31,"maiden",194,"NULL",NA,"NULL",2012
"330",31,"maiden",194,"NULL",NA,"NULL",2013
"331",31,"maiden",194,"NULL",NA,"NULL",2014
"332",31,"maiden",194,"NULL",NA,"NULL",2015
"333",31,"maiden",229,"1","130","0",2016
"334",31,"maiden",229,"1","130","0",2017
"335",31,"maiden",229,"1","130","0",2018
"336",31,"maiden",229,"1","130","0",2019
"337",32,"maiden",88,"NULL",NA,"NULL",2007
"338",32,"maiden",88,"NULL",NA,"NULL",2008
"339",32,"maiden",88,"NULL",NA,"NULL",2009
"340",32,"maiden",88,"NULL",NA,"NULL",2010
"341",32,"maiden",88,"NULL",NA,"NULL",2011
"342",32,"maiden",88,"NULL",NA,"NULL",2012
"343",32,"maiden",88,"NULL",NA,"NULL",2013
"344",32,"maiden",88,"NULL",NA,"NULL",2014
"345",32,"maiden",88,"NULL",NA,"NULL",2015
"346",33,"maiden",80,"NULL",NA,"NULL",2007
"347",33,"maiden",80,"NULL",NA,"NULL",2008
"348",33,"maiden",80,"NULL",NA,"NULL",2009
"349",33,"maiden",80,"NULL",NA,"NULL",2010
"350",33,"maiden",80,"NULL",NA,"NULL",2011
"351",33,"maiden",80,"NULL",NA,"NULL",2012
"352",33,"maiden",80,"NULL",NA,"NULL",2013
"353",33,"maiden",80,"NULL",NA,"NULL",2014
"354",33,"maiden",80,"NULL",NA,"NULL",2015
"355",35,"maiden",139,"NULL",NA,"NULL",2007
"356",35,"maiden",139,"NULL",NA,"NULL",2008
"357",35,"maiden",139,"NULL",NA,"NULL",2009
"358",35,"maiden",139,"NULL",NA,"NULL",2010
"359",35,"maiden",139,"NULL",NA,"NULL",2011
"360",35,"maiden",139,"NULL",NA,"NULL",2012
"361",35,"maiden",139,"NULL",NA,"NULL",2013
"362",35,"maiden",139,"NULL",NA,"NULL",2014
"363",35,"maiden",139,"NULL",NA,"NULL",2015
"364",36,"maiden",146,"NULL",NA,"NULL",2007
"365",36,"maiden",146,"NULL",NA,"NULL",2008
"366",36,"maiden",146,"NULL",NA,"NULL",2009
"367",36,"maiden",146,"NULL",NA,"NULL",2010
"368",36,"maiden",146,"NULL",NA,"NULL",2011
"369",36,"maiden",146,"NULL",NA,"NULL",2012
"370",36,"maiden",146,"NULL",NA,"NULL",2013
"371",36,"maiden",146,"NULL",NA,"NULL",2014
"372",36,"maiden",146,"NULL",NA,"NULL",2015
"373",37,"maiden",139,"NULL",NA,"NULL",2007
"374",37,"maiden",139,"NULL",NA,"NULL",2008
"375",37,"maiden",139,"NULL",NA,"NULL",2009
"376",37,"maiden",139,"NULL",NA,"NULL",2010
"377",37,"maiden",139,"NULL",NA,"NULL",2011
"378",37,"maiden",139,"NULL",NA,"NULL",2012
"379",37,"maiden",139,"NULL",NA,"NULL",2013
"380",37,"maiden",139,"NULL",NA,"NULL",2014
"381",37,"maiden",139,"NULL",NA,"NULL",2015
"382",37,"maiden",148,"1","130","0",2016
"383",37,"maiden",148,"1","130","0",2017
"384",37,"maiden",148,"1","130","0",2018
"385",37,"maiden",148,"1","130","0",2019
"386",38,"maiden",99,"NULL",NA,"NULL",2007
"387",38,"maiden",99,"NULL",NA,"NULL",2008
"388",38,"maiden",99,"NULL",NA,"NULL",2009
"389",38,"maiden",99,"NULL",NA,"NULL",2010
"390",38,"maiden",99,"NULL",NA,"NULL",2011
"391",38,"maiden",99,"NULL",NA,"NULL",2012
"392",38,"maiden",99,"NULL",NA,"NULL",2013
"393",38,"maiden",99,"NULL",NA,"NULL",2014
"394",38,"maiden",99,"NULL",NA,"NULL",2015
"395",38,"maiden",115,"1","130","0",2016
"396",38,"maiden",115,"1","130","0",2017
"397",38,"maiden",115,"1","130","0",2018
"398",38,"maiden",115,"1","130","0",2019
"399",39,"maiden",117,"NULL",NA,"NULL",2007
"400",39,"maiden",117,"NULL",NA,"NULL",2008
"401",39,"maiden",117,"NULL",NA,"NULL",2009
"402",39,"maiden",117,"NULL",NA,"NULL",2010
"403",39,"maiden",117,"NULL",NA,"NULL",2011
"404",39,"maiden",117,"NULL",NA,"NULL",2012
"405",39,"maiden",117,"NULL",NA,"NULL",2013
"406",39,"maiden",117,"NULL",NA,"NULL",2014
"407",39,"maiden",117,"NULL",NA,"NULL",2015
"408",39,"maiden",126,"1","130","0",2016
"409",39,"maiden",126,"1","130","0",2017
"410",39,"maiden",126,"1","130","0",2018
"411",39,"maiden",126,"1","130","0",2019
"412",40,"maiden",143,"NULL",NA,"NULL",2007
"413",40,"maiden",143,"NULL",NA,"NULL",2008
"414",40,"maiden",143,"NULL",NA,"NULL",2009
"415",40,"maiden",143,"NULL",NA,"NULL",2010
"416",40,"maiden",143,"NULL",NA,"NULL",2011
"417",40,"maiden",143,"NULL",NA,"NULL",2012
"418",40,"maiden",143,"NULL",NA,"NULL",2013
"419",40,"maiden",143,"NULL",NA,"NULL",2014
"420",40,"maiden",143,"NULL",NA,"NULL",2015
"421",40,"maiden",148,"1","130","0",2016
"422",40,"maiden",148,"1","130","0",2017
"423",40,"maiden",148,"1","130","0",2018
"424",40,"maiden",148,"1","130","0",2019
"425",41,"maiden",126,"NULL",NA,"NULL",2007
"426",41,"maiden",126,"NULL",NA,"NULL",2008
"427",41,"maiden",126,"NULL",NA,"NULL",2009
"428",41,"maiden",126,"NULL",NA,"NULL",2010
"429",41,"maiden",126,"NULL",NA,"NULL",2011
"430",41,"maiden",126,"NULL",NA,"NULL",2012
"431",41,"maiden",126,"NULL",NA,"NULL",2013
"432",41,"maiden",126,"NULL",NA,"NULL",2014
"433",41,"maiden",126,"NULL",NA,"NULL",2015
"434",41,"maiden",131,"1","130","0",2016
"435",41,"maiden",131,"1","130","0",2017
"436",41,"maiden",131,"1","130","0",2018
"437",41,"maiden",131,"1","130","0",2019
"438",42,"maiden",167,"NULL",NA,"NULL",2007
"439",42,"maiden",167,"NULL",NA,"NULL",2008
"440",42,"maiden",167,"NULL",NA,"NULL",2009
"441",42,"maiden",167,"NULL",NA,"NULL",2010
"442",42,"maiden",167,"NULL",NA,"NULL",2011
"443",42,"maiden",167,"NULL",NA,"NULL",2012
"444",42,"maiden",167,"NULL",NA,"NULL",2013
"445",42,"maiden",167,"NULL",NA,"NULL",2014
"446",42,"maiden",167,"NULL",NA,"NULL",2015
"447",42,"maiden",177,"1","130","0",2016
"448",42,"maiden",177,"1","130","0",2017
"449",42,"maiden",177,"1","130","0",2018
"450",42,"maiden",177,"1","130","0",2019
"451",43,"maiden",133,"NULL",NA,"NULL",2007
"452",43,"maiden",133,"NULL",NA,"NULL",2008
"453",43,"maiden",133,"NULL",NA,"NULL",2009
"454",43,"maiden",133,"NULL",NA,"NULL",2010
"455",43,"maiden",133,"NULL",NA,"NULL",2011
"456",43,"maiden",133,"NULL",NA,"NULL",2012
"457",43,"maiden",133,"NULL",NA,"NULL",2013
"458",43,"maiden",133,"NULL",NA,"NULL",2014
"459",43,"maiden",133,"NULL",NA,"NULL",2015
"460",43,"maiden",147,"1","130","0",2016
"461",43,"maiden",147,"1","130","0",2017
"462",43,"maiden",147,"1","130","0",2018
"463",43,"maiden",147,"1","130","0",2019
"464",44,"maiden",135,"NULL",NA,"NULL",2007
"465",44,"maiden",135,"NULL",NA,"NULL",2008
"466",44,"maiden",135,"NULL",NA,"NULL",2009
"467",44,"maiden",135,"NULL",NA,"NULL",2010
"468",44,"maiden",135,"NULL",NA,"NULL",2011
"469",44,"maiden",135,"NULL",NA,"NULL",2012
"470",44,"maiden",135,"NULL",NA,"NULL",2013
"471",44,"maiden",135,"NULL",NA,"NULL",2014
"472",44,"maiden",135,"NULL",NA,"NULL",2015
"473",44,"maiden",152,"1","130","0",2016
"474",44,"maiden",152,"1","130","0",2017
"475",44,"maiden",152,"1","130","0",2018
"476",44,"maiden",152,"1","130","0",2019
"477",45,"maiden",110,"NULL",NA,"NULL",2007
"478",45,"maiden",110,"NULL",NA,"NULL",2008
"479",45,"maiden",110,"NULL",NA,"NULL",2009
"480",45,"maiden",110,"NULL",NA,"NULL",2010
"481",45,"maiden",110,"NULL",NA,"NULL",2011
"482",45,"maiden",110,"NULL",NA,"NULL",2012
"483",45,"maiden",110,"NULL",NA,"NULL",2013
"484",45,"maiden",110,"NULL",NA,"NULL",2014
"485",45,"maiden",110,"NULL",NA,"NULL",2015
"486",45,"maiden",118,"1","130","0",2016
"487",45,"maiden",118,"1","130","0",2017
"488",45,"maiden",118,"1","130","0",2018
"489",45,"maiden",118,"1","130","0",2019
"490",46,"maiden",138,"NULL",NA,"NULL",2007
"491",46,"maiden",138,"NULL",NA,"NULL",2008
"492",46,"maiden",138,"NULL",NA,"NULL",2009
"493",46,"maiden",138,"NULL",NA,"NULL",2010
"494",46,"maiden",138,"NULL",NA,"NULL",2011
"495",46,"maiden",138,"NULL",NA,"NULL",2012
"496",46,"maiden",138,"NULL",NA,"NULL",2013
"497",46,"maiden",138,"NULL",NA,"NULL",2014
"498",46,"maiden",138,"NULL",NA,"NULL",2015
"499",46,"maiden",145,"1","130","0",2016
"500",46,"maiden",145,"1","130","0",2017
"501",46,"maiden",145,"1","130","0",2018
"502",46,"maiden",145,"1","130","0",2019
"503",47,"maiden",76,"NULL",NA,"NULL",2007
"504",47,"maiden",76,"NULL",NA,"NULL",2008
"505",47,"maiden",76,"NULL",NA,"NULL",2009
"506",47,"maiden",76,"NULL",NA,"NULL",2010
"507",47,"maiden",76,"NULL",NA,"NULL",2011
"508",47,"maiden",76,"NULL",NA,"NULL",2012
"509",47,"maiden",76,"NULL",NA,"NULL",2013
"510",47,"maiden",76,"NULL",NA,"NULL",2014
"511",47,"maiden",76,"NULL",NA,"NULL",2015
"512",47,"maiden",85,"1","130","0",2016
"513",47,"maiden",85,"1","130","0",2017
"514",47,"maiden",85,"1","130","0",2018
"515",47,"maiden",85,"1","130","0",2019
"516",48,"maiden",66,"NULL",NA,"NULL",2007
"517",48,"maiden",66,"NULL",NA,"NULL",2008
"518",48,"maiden",66,"NULL",NA,"NULL",2009
"519",48,"maiden",66,"NULL",NA,"NULL",2010
"520",48,"maiden",66,"NULL",NA,"NULL",2011
"521",48,"maiden",66,"NULL",NA,"NULL",2012
"522",48,"maiden",66,"NULL",NA,"NULL",2013
"523",48,"maiden",66,"NULL",NA,"NULL",2014
"524",48,"maiden",66,"NULL",NA,"NULL",2015
