"","VisitID","TreeID","Score","Date","Year","TreeForm","Girth_cm","JulianDate"
"43",2874,761,1,"2015-04-09",2015,"maiden",147,99
"44",2875,756,0,"2015-04-09",2015,"maiden",125,99
"45",2876,764,1,"2015-04-09",2015,"multistem",149,99
"46",2877,116,1,"2015-04-09",2015,"maiden",133,99
"47",2878,1715,0,"2015-04-09",2015,"maiden",77,99
"48",2879,1740,1,"2015-04-09",2015,"maiden",133,99
"49",2880,1746,0,"2015-04-09",2015,"maiden",75,99
"50",2881,1748,0,"2015-04-09",2015,"maiden",47,99
"51",2882,1749,0,"2015-04-09",2015,"maiden",45,99
"52",2883,1759,0,"2015-04-09",2015,"maiden",121,99
"53",2884,1719,0,"2015-04-09",2015,"maiden",72,99
"54",2885,1722,0,"2015-04-09",2015,"maiden",106,99
"55",2886,1731,0,"2015-04-09",2015,"maiden",115,99
"56",2887,1426,1,"2015-04-09",2015,"maiden",126,99
"57",2888,1444,0,"2015-04-09",2015,"maiden",149,99
"58",2889,1450,0,"2015-04-09",2015,"multistem",67,99
"59",2890,1469,0,"2015-04-09",2015,"maiden",144,99
"60",2891,1458,0,"2015-04-09",2015,"maiden",79,99
"61",2892,1459,0,"2015-04-09",2015,"maiden",152,99
"62",2893,1465,0,"2015-04-09",2015,"maiden",112,99
"63",2894,913,0,"2015-04-09",2015,"maiden",208,99
"64",2895,713,1,"2015-04-09",2015,"maiden",72,99
"65",2896,637,0,"2015-04-09",2015,"maiden",110,99
"66",2898,1448,0,"2015-04-09",2015,"maiden",100,99
"67",2899,1452,0,"2015-04-09",2015,"maiden",122,99
"68",2900,444,1,"2015-04-09",2015,"multistem",88,99
"69",2901,445,1,"2015-04-09",2015,"multistem",174,99
"70",2902,175,0,"2015-04-09",2015,"maiden",28,99
"71",2903,182,1,"2015-04-09",2015,"maiden",31,99
"72",2904,147,0,"2015-04-09",2015,"multistem",168,99
"73",2905,143,1,"2015-04-09",2015,"maiden",115,99
"74",2906,358,1,"2015-04-09",2015,"maiden",31,99
"75",2907,767,1,"2015-04-09",2015,"maiden",94,99
"76",2908,1524,0,"2015-04-09",2015,"maiden",44,99
"77",2909,363,1,"2015-04-09",2015,"maiden",46,99
"78",2910,364,1,"2015-04-09",2015,"maiden",49,99
"79",2911,370,1,"2015-04-09",2015,"maiden",59,99
"80",2914,356,1,"2015-04-09",2015,"maiden",100,99
"81",2916,11,2,"2015-04-09",2015,"maiden",50,99
"82",2917,1531,0,"2015-04-09",2015,"maiden",82,99
"83",2918,1532,0,"2015-04-09",2015,"maiden",253,99
"84",2919,1544,0,"2015-04-09",2015,"multistem",125,99
"85",2920,10,2,"2015-04-09",2015,"maiden",84,99
"86",2923,190,1,"2015-04-09",2015,"maiden",92,99
"87",2924,188,2,"2015-04-09",2015,"maiden",199,99
"88",2925,193,1,"2015-04-09",2015,"maiden",55,99
"89",2926,194,1,"2015-04-09",2015,"maiden",61,99
"90",2928,1100,1,"2015-04-09",2015,"maiden",138,99
"91",2929,1101,2,"2015-04-09",2015,"maiden",320,99
"92",2932,1104,1,"2015-04-09",2015,"maiden",165,99
"93",2933,828,0,"2015-04-09",2015,"maiden",59,99
"94",2934,829,1,"2015-04-09",2015,"maiden",155,99
"95",2936,1162,2,"2015-04-09",2015,"maiden",224,99
"96",2937,197,2,"2015-04-09",2015,"maiden",176,99
"97",2938,209,1,"2015-04-09",2015,"maiden",121,99
"98",2939,582,1,"2015-04-10",2015,"maiden",70,100
"99",2940,137,0,"2015-04-10",2015,"maiden",114,100
"100",2943,140,0,"2015-04-10",2015,"maiden",134,100
"101",2944,600,0,"2015-04-10",2015,"maiden",147,100
"102",2945,601,0,"2015-04-10",2015,"maiden",105,100
"103",2946,602,1,"2015-04-10",2015,"maiden",149,100
"104",2947,606,0,"2015-04-10",2015,"maiden",118,100
"105",2948,2009,2,"2015-04-09",2015,"maiden",76,99
"106",2949,2012,2,"2015-04-09",2015,"maiden",190,99
"107",2950,30,1,"2015-04-10",2015,"maiden",161,100
"108",2952,28,1,"2015-04-10",2015,"maiden",206,100
"109",2953,29,1,"2015-04-10",2015,"maiden",171,100
"110",2954,31,0,"2015-04-10",2015,"maiden",194,100
"111",2955,1662,0,"2015-04-10",2015,"maiden",72,100
"112",2956,870,0,"2015-04-10",2015,"maiden",38,100
"113",2957,607,0,"2015-04-10",2015,"maiden",99,100
"114",2958,872,1,"2015-04-10",2015,"maiden",130,100
"115",2959,933,0,"2015-04-10",2015,"maiden",213,100
"116",2960,1960,1,"2015-04-10",2015,"maiden",65,100
"117",2961,962,0,"2015-04-10",2015,"maiden",210,100
"118",2962,1555,0,"2015-04-10",2015,"maiden",88,100
"119",2963,230,0,"2015-04-10",2015,"maiden",148,100
"120",2964,322,0,"2015-04-10",2015,"maiden",152,100
"121",2965,608,0,"2015-04-10",2015,"maiden",75,100
"122",2966,609,0,"2015-04-10",2015,"maiden",241,100
"123",2967,460,0,"2015-04-10",2015,"maiden",85,100
"124",2968,465,0,"2015-04-10",2015,"maiden",52,100
"125",2969,469,0,"2015-04-10",2015,"maiden",39,100
"126",2973,476,0,"2015-04-10",2015,"maiden",88,100
"127",2974,468,0,"2015-04-10",2015,"maiden",82,100
"128",2975,26,0,"2015-04-10",2015,"maiden",215,100
"129",2976,27,0,"2015-04-10",2015,"maiden",144,100
"130",2977,4,2,"2015-04-10",2015,"maiden",152,100
"131",2978,2,0,"2015-04-10",2015,"maiden",153,100
"132",2979,3,1,"2015-04-10",2015,"maiden",78,100
"133",2980,1621,0,"2015-04-11",2015,"maiden",233,101
"134",2981,1423,1,"2015-04-11",2015,"maiden",307,101
"135",2982,639,0,"2015-04-11",2015,"maiden",89,101
"136",2983,1374,0,"2015-04-11",2015,"maiden",91,101
"137",2984,657,1,"2015-04-11",2015,"maiden",155,101
"138",2985,652,1,"2015-04-11",2015,"multistem",174,101
"139",2986,80,1,"2015-04-11",2015,"maiden",127,101
"140",2987,83,0,"2015-04-11",2015,"maiden",105,101
"141",2988,88,0,"2015-04-11",2015,"maiden",92,101
"142",2989,89,0,"2015-04-11",2015,"maiden",82,101
"143",2990,90,0,"2015-04-11",2015,"maiden",91,101
"144",2991,93,0,"2015-04-11",2015,"maiden",106,101
"145",2992,94,0,"2015-04-11",2015,"maiden",71,101
"146",2993,95,3,"2015-04-11",2015,"maiden",125,101
"147",2994,96,1,"2015-04-11",2015,"maiden",104,101
"148",2995,97,0,"2015-04-11",2015,"maiden",125,101
"149",2996,98,1,"2015-04-11",2015,"maiden",94,101
"150",2997,77,0,"2015-04-11",2015,"maiden",69,101
"151",2998,92,0,"2015-04-11",2015,"maiden",94,101
"152",2999,694,1,"2015-04-11",2015,"maiden",141,101
"153",3000,324,0,"2015-04-10",2015,"maiden",52,100
"154",3001,325,1,"2015-04-10",2015,"maiden",250,100
"155",3002,326,0,"2015-04-10",2015,"maiden",197,100
"156",3003,579,0,"2015-04-10",2015,"maiden",66,100
"157",3004,580,0,"2015-04-10",2015,"maiden",106,100
"158",3005,581,0,"2015-04-10",2015,"maiden",138,100
"159",3006,693,0,"2015-04-11",2015,"maiden",64,101
"160",3007,726,0,"2015-04-11",2015,"maiden",40,101
"161",3008,727,0,"2015-04-11",2015,"maiden",73,101
"162",3010,1420,0,"2015-04-11",2015,"maiden",121,101
"163",3011,761,0,"2015-04-11",2015,"maiden",147,101
"164",3012,756,0,"2015-04-11",2015,"maiden",125,101
"165",3013,764,0,"2015-04-11",2015,"multistem",149,101
"166",3014,767,0,"2015-04-11",2015,"maiden",94,101
"167",3015,1333,0,"2015-04-11",2015,"maiden",105,101
"168",3018,1356,0,"2015-04-11",2015,"maiden",48,101
"169",3019,1361,1,"2015-04-11",2015,"maiden",170,101
"170",3020,1524,0,"2015-04-11",2015,"maiden",44,101
"171",3021,1531,0,"2015-04-11",2015,"maiden",82,101
"172",3022,1532,0,"2015-04-11",2015,"maiden",253,101
"173",3023,1544,0,"2015-04-11",2015,"multistem",125,101
"174",3024,1488,2,"2015-04-11",2015,"maiden",172,101
"175",3025,1491,0,"2015-04-11",2015,"maiden",200,101
"176",3026,1542,0,"2015-04-11",2015,"maiden",61,101
"177",3027,1677,0,"2015-04-11",2015,"maiden",71,101
"178",3028,1679,0,"2015-04-11",2015,"maiden",86,101
"179",3029,1683,0,"2015-04-11",2015,"maiden",59,101
"180",3030,1690,1,"2015-04-11",2015,"maiden",219,101
"181",3031,1702,0,"2015-04-11",2015,"maiden",72,101
"182",3032,1704,0,"2015-04-11",2015,"maiden",87,101
"183",3033,1707,0,"2015-04-11",2015,"multistem",86,101
"184",3034,925,0,"2015-04-11",2015,"maiden",111,101
"185",3035,1483,0,"2015-04-11",2015,"maiden",100,101
"186",3036,1484,0,"2015-04-11",2015,"multistem",120,101
"187",3037,1697,0,"2015-04-11",2015,"maiden",50,101
"188",3038,119,1,"2015-04-11",2015,"maiden",87,101
"189",3039,130,1,"2015-04-11",2015,"maiden",85,101
"190",3040,127,0,"2015-04-11",2015,"maiden",171,101
"191",3041,128,1,"2015-04-11",2015,"maiden",159,101
"192",3043,104,0,"2015-04-11",2015,"maiden",78,101
"193",3044,116,2,"2015-04-11",2015,"maiden",133,101
"194",3045,1715,0,"2015-04-11",2015,"maiden",77,101
"195",3046,1740,0,"2015-04-11",2015,"maiden",133,101
"196",3047,1746,0,"2015-04-11",2015,"maiden",75,101
"197",3048,1748,0,"2015-04-11",2015,"maiden",47,101
"198",3049,1749,0,"2015-04-11",2015,"maiden",45,101
"199",3050,1759,0,"2015-04-11",2015,"maiden",121,101
"200",3051,1719,0,"2015-04-11",2015,"maiden",72,101
"201",3052,1722,1,"2015-04-11",2015,"maiden",106,101
"202",3053,1731,0,"2015-04-11",2015,"maiden",115,101
"203",3056,1426,2,"2015-04-11",2015,"maiden",126,101
"204",3057,1427,0,"2015-04-11",2015,"maiden",139,101
"205",3058,1444,0,"2015-04-11",2015,"maiden",149,101
"206",3059,1450,0,"2015-04-11",2015,"multistem",67,101
"207",3060,1469,0,"2015-04-11",2015,"maiden",144,101
"208",3061,1474,1,"2015-04-11",2015,"maiden",164,101
"209",3062,1458,0,"2015-04-11",2015,"maiden",79,101
"210",3063,1459,1,"2015-04-11",2015,"maiden",152,101
"211",3064,1465,2,"2015-04-11",2015,"maiden",112,101
"212",3065,913,2,"2015-04-11",2015,"maiden",208,101
"213",3067,807,1,"2015-04-11",2015,"maiden",61,101
"214",3069,713,0,"2015-04-11",2015,"maiden",72,101
"215",3070,637,1,"2015-04-11",2015,"maiden",110,101
"216",3071,1493,0,"2015-04-11",2015,"maiden",47,101
"217",3072,1546,2,"2015-04-11",2015,"maiden",119,101
"218",3074,1448,0,"2015-04-11",2015,"maiden",100,101
"219",3075,1452,2,"2015-04-11",2015,"maiden",122,101
"220",3077,436,0,"2015-04-11",2015,"maiden",197,101
"221",3078,444,1,"2015-04-11",2015,"multistem",88,101
"222",3079,445,1,"2015-04-11",2015,"multistem",174,101
"223",3080,175,0,"2015-04-11",2015,"maiden",28,101
"224",3081,182,0,"2015-04-11",2015,"maiden",31,101
"225",3082,147,1,"2015-04-11",2015,"multistem",168,101
"226",3083,143,1,"2015-04-11",2015,"maiden",115,101
"227",3084,358,0,"2015-04-11",2015,"maiden",31,101
"228",3085,363,1,"2015-04-11",2015,"maiden",46,101
"229",3086,364,1,"2015-04-11",2015,"maiden",49,101
"230",3087,370,0,"2015-04-11",2015,"maiden",59,101
"231",3088,350,1,"2015-04-11",2015,"maiden",122,101
"232",3091,355,0,"2015-04-11",2015,"maiden",101,101
"233",3092,356,0,"2015-04-11",2015,"maiden",100,101
"234",3094,15,1,"2015-04-11",2015,"maiden",190,101
"235",3095,12,2,"2015-04-11",2015,"maiden",220,101
"236",3096,14,1,"2015-04-11",2015,"maiden",107,101
"237",3099,190,1,"2015-04-11",2015,"maiden",92,101
"238",3100,188,3,"2015-04-11",2015,"maiden",199,101
"239",3101,193,0,"2015-04-11",2015,"maiden",55,101
"240",3102,194,1,"2015-04-11",2015,"maiden",61,101
"241",3104,1162,3,"2015-04-11",2015,"maiden",224,101
"242",3105,2040,0,"2015-04-11",2015,"maiden",57,101
"243",3106,2033,0,"2015-04-11",2015,"maiden",110,101
"244",3107,197,3,"2015-04-11",2015,"maiden",176,101
"245",3108,209,2,"2015-04-11",2015,"maiden",121,101
"246",3109,2007,1,"2015-04-11",2015,"maiden",113,101
"247",3110,2012,2,"2015-04-11",2015,"maiden",190,101
"248",3111,436,1,"2015-04-11",2015,"maiden",197,101
"249",3112,444,1,"2015-04-11",2015,"multistem",88,101
"250",3113,445,0,"2015-04-11",2015,"multistem",174,101
"251",3114,175,1,"2015-04-11",2015,"maiden",28,101
"252",3115,143,3,"2015-04-11",2015,"maiden",115,101
"253",3116,363,0,"2015-04-11",2015,"maiden",46,101
"254",3117,364,0,"2015-04-11",2015,"maiden",49,101
"255",3118,350,0,"2015-04-11",2015,"maiden",122,101
"256",3119,11,1,"2015-04-11",2015,"maiden",50,101
"257",3120,10,1,"2015-04-11",2015,"maiden",84,101
"258",3121,1317,2,"2015-04-13",2015,"maiden",210,103
"259",3122,1313,0,"2015-04-13",2015,"maiden",69,103
"260",3123,1314,0,"2015-04-13",2015,"maiden",49,103
"261",3124,949,0,"2015-04-13",2015,"maiden",24,103
"262",3125,1303,0,"2015-04-13",2015,"maiden",73,103
"263",3126,1304,0,"2015-04-13",2015,"maiden",151,103
"264",3127,1306,0,"2015-04-13",2015,"maiden",37,103
"265",3128,1307,0,"2015-04-13",2015,"maiden",35,103
"266",3129,1211,1,"2015-04-13",2015,"maiden",398,103
"267",3130,1215,1,"2015-04-13",2015,"maiden",67,103
"268",3131,694,3,"2015-04-14",2015,"maiden",141,104
"269",3132,693,0,"2015-04-14",2015,"maiden",64,104
"270",3133,726,0,"2015-04-14",2015,"maiden",40,104
"271",3134,727,0,"2015-04-14",2015,"maiden",73,104
"272",3136,1420,1,"2015-04-14",2015,"maiden",121,104
"273",3137,761,0,"2015-04-14",2015,"maiden",147,104
"274",3138,756,1,"2015-04-14",2015,"maiden",125,104
"275",3139,1333,0,"2015-04-14",2015,"maiden",105,104
"276",3142,1356,0,"2015-04-14",2015,"maiden",48,104
"277",3143,1361,1,"2015-04-14",2015,"maiden",170,104
"278",3144,1524,0,"2015-04-14",2015,"maiden",44,104
"279",3145,1531,0,"2015-04-14",2015,"maiden",82,104
"280",3146,1532,1,"2015-04-14",2015,"maiden",253,104
"281",3147,1544,1,"2015-04-14",2015,"multistem",125,104
"282",3148,1488,2,"2015-04-14",2015,"maiden",172,104
"283",3149,1491,1,"2015-04-14",2015,"maiden",200,104
"284",3150,1542,0,"2015-04-14",2015,"maiden",61,104
"285",3151,1677,0,"2015-04-14",2015,"maiden",71,104
"286",3152,1679,0,"2015-04-14",2015,"maiden",86,104
"287",3153,1683,0,"2015-04-14",2015,"maiden",59,104
"288",3154,1690,1,"2015-04-14",2015,"maiden",219,104
"289",3155,1702,0,"2015-04-14",2015,"maiden",72,104
"290",3156,1704,1,"2015-04-14",2015,"maiden",87,104
"291",3157,1707,0,"2015-04-14",2015,"multistem",86,104
"292",3158,925,1,"2015-04-14",2015,"maiden",111,104
"293",3159,1483,0,"2015-04-14",2015,"maiden",100,104
"294",3160,1484,0,"2015-04-14",2015,"multistem",120,104
"295",3161,1697,0,"2015-04-14",2015,"maiden",50,104
"296",3162,119,1,"2015-04-14",2015,"maiden",87,104
"297",3163,130,3,"2015-04-14",2015,"maiden",85,104
"298",3164,127,1,"2015-04-14",2015,"maiden",171,104
"299",3165,128,3,"2015-04-14",2015,"maiden",159,104
"300",3167,104,0,"2015-04-14",2015,"maiden",78,104
"301",3168,116,3,"2015-04-14",2015,"maiden",133,104
"302",3169,1740,1,"2015-04-14",2015,"maiden",133,104
"303",3170,1746,0,"2015-04-14",2015,"maiden",75,104
"304",3171,1748,0,"2015-04-14",2015,"maiden",47,104
"305",3172,1749,0,"2015-04-14",2015,"maiden",45,104
"306",3173,1759,1,"2015-04-14",2015,"maiden",121,104
"307",3174,1719,0,"2015-04-14",2015,"maiden",72,104
"308",3175,1722,1,"2015-04-14",2015,"maiden",106,104
"309",3176,1731,1,"2015-04-14",2015,"maiden",115,104
"310",3179,1426,3,"2015-04-14",2015,"maiden",126,104
"311",3180,1427,1,"2015-04-14",2015,"maiden",139,104
"312",3181,1444,1,"2015-04-14",2015,"maiden",149,104
"313",3182,1450,0,"2015-04-14",2015,"multistem",67,104
"314",3183,1469,1,"2015-04-14",2015,"maiden",144,104
"315",3184,1474,2,"2015-04-14",2015,"maiden",164,104
"316",3185,1458,0,"2015-04-14",2015,"maiden",79,104
"317",3186,1459,1,"2015-04-14",2015,"maiden",152,104
"318",3187,1465,2,"2015-04-14",2015,"maiden",112,104
"319",3188,913,2,"2015-04-14",2015,"maiden",208,104
"320",3190,807,1,"2015-04-14",2015,"maiden",61,104
"321",3192,713,1,"2015-04-14",2015,"maiden",72,104
"322",3193,637,0,"2015-04-14",2015,"maiden",110,104
"323",3194,1493,3,"2015-04-14",2015,"maiden",47,104
"324",3195,1546,2,"2015-04-14",2015,"maiden",119,104
"325",3198,1448,2,"2015-04-14",2015,"maiden",100,104
"326",3199,1452,0,"2015-04-14",2015,"maiden",122,104
"327",3200,764,0,"2015-04-14",2015,"multistem",149,104
"328",3201,767,0,"2015-04-14",2015,"maiden",94,104
"329",3203,436,1,"2015-04-14",2015,"maiden",197,104
"330",3204,444,1,"2015-04-14",2015,"multistem",88,104
"331",3205,445,0,"2015-04-14",2015,"multistem",174,104
"332",3206,175,1,"2015-04-14",2015,"maiden",28,104
"333",3207,182,0,"2015-04-14",2015,"maiden",31,104
"334",3208,147,1,"2015-04-14",2015,"multistem",168,104
"335",3209,185,2,"2015-04-14",2015,"maiden",220,104
"336",3210,143,3,"2015-04-14",2015,"maiden",115,104
"337",3211,184,0,"2015-04-14",2015,"maiden",200,104
"338",3212,358,0,"2015-04-14",2015,"maiden",31,104
"339",3213,363,0,"2015-04-14",2015,"maiden",46,104
"340",3214,364,0,"2015-04-14",2015,"maiden",49,104
"341",3215,370,0,"2015-04-14",2015,"maiden",59,104
"342",3216,350,0,"2015-04-14",2015,"maiden",122,104
"343",3219,355,0,"2015-04-14",2015,"maiden",101,104
"344",3221,1234,0,"2015-04-13",2015,"maiden",63,103
"345",3222,1242,2,"2015-04-13",2015,"maiden",86,103
"346",3223,1244,0,"2015-04-13",2015,"maiden",59,103
"347",3224,1258,0,"2015-04-13",2015,"multistem",129,103
"348",3225,1260,0,"2015-04-13",2015,"multistem",96,103
"349",3226,1262,0,"2015-04-13",2015,"multistem",70,103
"350",3227,1269,0,"2015-04-13",2015,"maiden",54,103
"351",3228,1273,0,"2015-04-13",2015,"maiden",44,103
"352",3231,1322,2,"2015-04-13",2015,"multistem",171,103
"353",3232,1324,2,"2015-04-13",2015,"maiden",211,103
"354",3233,46,0,"2015-04-13",2015,"maiden",138,103
"355",3234,47,1,"2015-04-13",2015,"maiden",76,103
"356",3235,49,1,"2015-04-13",2015,"maiden",126,103
"357",3236,61,2,"2015-04-13",2015,"maiden",180,103
"358",3237,1083,0,"2015-04-13",2015,"maiden",140,103
"359",3238,1091,0,"2015-04-13",2015,"maiden",53,103
"360",3239,1125,1,"2015-04-13",2015,"maiden",127,103
"361",3240,1128,1,"2015-04-13",2015,"maiden",97,103
"362",3241,898,0,"2015-04-13",2015,"maiden",202,103
"363",3243,1205,2,"2015-04-13",2015,"maiden",126,103
"364",3244,1208,2,"2015-04-13",2015,"maiden",114,103
"365",3245,1143,2,"2015-04-13",2015,"maiden",235,103
"366",3246,1177,0,"2015-04-13",2015,"maiden",65,103
"367",3247,1274,1,"2015-04-13",2015,"maiden",255,103
"368",3249,1137,0,"2015-04-13",2015,"maiden",61,103
"369",3250,1180,2,"2015-04-13",2015,"maiden",155,103
"370",3251,1067,1,"2015-04-13",2015,"maiden",137,103
"371",3252,889,2,"2015-04-13",2015,"maiden",425,103
"372",3253,996,0,"2015-04-13",2015,"maiden",65,103
"373",3254,962,1,"2015-04-13",2015,"maiden",210,103
"374",3255,1550,0,"2015-04-13",2015,"maiden",47,103
"375",3256,1552,0,"2015-04-13",2015,"maiden",209,103
"376",3257,842,1,"2015-04-13",2015,"maiden",185,103
"377",3258,843,1,"2015-04-13",2015,"maiden",169,103
"378",3259,844,2,"2015-04-13",2015,"maiden",234,103
"379",3260,1555,0,"2015-04-13",2015,"maiden",88,103
"380",3261,237,1,"2015-04-13",2015,"maiden",194,103
"381",3262,230,1,"2015-04-13",2015,"maiden",148,103
"382",3263,1564,0,"2015-04-13",2015,"maiden",40,103
"383",3264,1573,0,"2015-04-13",2015,"maiden",89,103
"384",3265,854,1,"2015-04-13",2015,"maiden",93,103
"385",3266,856,1,"2015-04-13",2015,"maiden",137,103
"386",3267,2153,0,"2015-04-13",2015,"maiden",132,103
"387",3268,1576,1,"2015-04-13",2015,"maiden",152,103
"388",3269,1577,0,"2015-04-13",2015,"maiden",160,103
"389",3270,1580,1,"2015-04-13",2015,"maiden",72,103
"390",3272,300,0,"2015-04-13",2015,"maiden",49,103
"391",3273,302,0,"2015-04-13",2015,"maiden",53,103
"392",3276,304,2,"2015-04-13",2015,"maiden",165,103
"393",3277,305,0,"2015-04-13",2015,"maiden",118,103
"394",3278,1781,1,"2015-04-13",2015,"maiden",158,103
"395",3279,1609,1,"2015-04-13",2015,"maiden",158,103
"396",3280,1787,2,"2015-04-13",2015,"maiden",95,103
"397",3281,1788,1,"2015-04-13",2015,"maiden",136,103
"398",3282,258,1,"2015-04-13",2015,"maiden",136,103
"399",3283,270,0,"2015-04-13",2015,"maiden",177,103
"400",3284,278,0,"2015-04-13",2015,"maiden",78,103
"401",3285,281,0,"2015-04-13",2015,"maiden",91,103
"402",3286,277,0,"2015-04-13",2015,"maiden",115,103
"403",3287,322,0,"2015-04-13",2015,"maiden",152,103
"404",3288,324,0,"2015-04-13",2015,"maiden",52,103
"405",3289,325,1,"2015-04-13",2015,"maiden",250,103
"406",3290,326,0,"2015-04-13",2015,"maiden",197,103
"407",3291,579,0,"2015-04-13",2015,"maiden",66,103
"408",3292,580,0,"2015-04-13",2015,"maiden",106,103
"409",3293,581,0,"2015-04-13",2015,"maiden",138,103
"410",3294,582,1,"2015-04-13",2015,"maiden",70,103
"411",3295,137,0,"2015-04-13",2015,"maiden",114,103
"412",3298,140,0,"2015-04-13",2015,"maiden",134,103
"413",3299,600,0,"2015-04-13",2015,"maiden",147,103
"414",3300,601,0,"2015-04-13",2015,"maiden",105,103
"415",3301,602,2,"2015-04-13",2015,"maiden",149,103
"416",3302,606,0,"2015-04-13",2015,"maiden",118,103
"417",3303,607,0,"2015-04-13",2015,"maiden",99,103
"418",3304,608,0,"2015-04-13",2015,"maiden",75,103
"419",3305,609,0,"2015-04-13",2015,"maiden",241,103
"420",3306,460,2,"2015-04-13",2015,"maiden",85,103
"421",3307,465,1,"2015-04-13",2015,"maiden",52,103
"422",3308,469,1,"2015-04-13",2015,"maiden",39,103
"423",3312,476,2,"2015-04-13",2015,"maiden",88,103
"424",3313,468,0,"2015-04-13",2015,"maiden",82,103
"425",3314,26,1,"2015-04-13",2015,"maiden",215,103
"426",3315,27,2,"2015-04-13",2015,"maiden",144,103
"427",3316,4,3,"2015-04-13",2015,"maiden",152,103
"428",3317,2,1,"2015-04-13",2015,"maiden",153,103
"429",3318,3,1,"2015-04-13",2015,"maiden",78,103
"430",3319,564,0,"2015-04-13",2015,"maiden",233,103
"431",3320,559,1,"2015-04-13",2015,"maiden",86,103
"432",3321,572,3,"2015-04-13",2015,"maiden",125,103
"433",3322,5,3,"2015-04-13",2015,"maiden",402,103
"434",3323,1621,1,"2015-04-14",2015,"maiden",233,104
"435",3324,1423,3,"2015-04-14",2015,"maiden",307,104
"436",3325,639,0,"2015-04-14",2015,"maiden",89,104
"437",3326,1374,1,"2015-04-14",2015,"maiden",91,104
"438",3327,657,1,"2015-04-14",2015,"maiden",155,104
"439",3328,652,1,"2015-04-14",2015,"multistem",174,104
"440",3329,80,2,"2015-04-14",2015,"maiden",127,104
"441",3330,83,0,"2015-04-14",2015,"maiden",105,104
"442",3331,88,3,"2015-04-14",2015,"maiden",92,104
"443",3332,89,0,"2015-04-14",2015,"maiden",82,104
"444",3333,90,0,"2015-04-14",2015,"maiden",91,104
"445",3334,93,0,"2015-04-14",2015,"maiden",106,104
"446",3335,94,0,"2015-04-14",2015,"maiden",71,104
"447",3336,95,3,"2015-04-14",2015,"maiden",125,104
"448",3337,96,1,"2015-04-14",2015,"maiden",104,104
"449",3338,97,1,"2015-04-14",2015,"maiden",125,104
"450",3339,98,1,"2015-04-14",2015,"maiden",94,104
"451",3340,69,1,"2015-04-14",2015,"maiden",400,104
"452",3341,77,1,"2015-04-14",2015,"maiden",69,104
"453",3342,356,0,"2015-04-14",2015,"maiden",100,104
"454",3344,15,2,"2015-04-14",2015,"maiden",190,104
"455",3345,12,3,"2015-04-14",2015,"maiden",220,104
"456",3346,14,2,"2015-04-14",2015,"maiden",107,104
"457",3349,190,1,"2015-04-14",2015,"maiden",92,104
