"VisitID","TreeID","Score","Date","Year","TreeForm","Girth_cm"
2883,"1759","0","2015-04-09",2015,"maiden",121
2884,"1719","0","2015-04-09",2015,"maiden",72
2885,"1722","0","2015-04-09",2015,"maiden",106
2886,"1731","0","2015-04-09",2015,"maiden",115
2887,"1426","<1","2015-04-09",2015,"maiden",126
2888,"1444","0","2015-04-09",2015,"maiden",149
2889,"1450","0","2015-04-09",2015,"multistem",67
2890,"1469","0","2015-04-09",2015,"maiden",144
2891,"1458","0","2015-04-09",2015,"maiden",79
2892,"1459","0","2015-04-09",2015,"maiden",152
2893,"1465","0","2015-04-09",2015,"maiden",112
2894,"913","0","2015-04-09",2015,"maiden",208
2895,"713","<1","2015-04-09",2015,"maiden",72
2896,"637","0","2015-04-09",2015,"maiden",110
2898,"1448","0","2015-04-09",2015,"maiden",100
2899,"1452","0","2015-04-09",2015,"maiden",122
2900,"444",">1","2015-04-09",2015,"multistem",88
2901,"445",">1","2015-04-09",2015,"multistem",174
2902,"175","0","2015-04-09",2015,"maiden",28
2903,"182","<1","2015-04-09",2015,"maiden",31
2904,"147","0","2015-04-09",2015,"multistem",168
2905,"143","<1","2015-04-09",2015,"maiden",115
2906,"358","<1","2015-04-09",2015,"maiden",31
2907,"767",">1","2015-04-09",2015,"maiden",94
2908,"1524","0","2015-04-09",2015,"maiden",44
2909,"363","<1","2015-04-09",2015,"maiden",46
2910,"364","<1","2015-04-09",2015,"maiden",49
2911,"370","<1","2015-04-09",2015,"maiden",59
2914,"356","<1","2015-04-09",2015,"maiden",100
2916,"11","<2","2015-04-09",2015,"maiden",50
2917,"1531","0","2015-04-09",2015,"maiden",82
2918,"1532","0","2015-04-09",2015,"maiden",253
2919,"1544","0","2015-04-09",2015,"multistem",125
2920,"10","<2","2015-04-09",2015,"maiden",84
2923,"190",">1","2015-04-09",2015,"maiden",92
2924,"188","<2","2015-04-09",2015,"maiden",199
2925,"193",">1","2015-04-09",2015,"maiden",55
2926,"194",">1","2015-04-09",2015,"maiden",61
2928,"1100",">1","2015-04-09",2015,"maiden",138
2929,"1101","<2","2015-04-09",2015,"maiden",320
2932,"1104","<1","2015-04-09",2015,"maiden",165
2933,"828","0","2015-04-09",2015,"maiden",59
2934,"829",">1","2015-04-09",2015,"maiden",155
2936,"1162","<2","2015-04-09",2015,"maiden",224
2937,"197",">2","2015-04-09",2015,"maiden",176
2938,"209",">1","2015-04-09",2015,"maiden",121
2939,"582","<1","2015-04-10",2015,"maiden",70
2940,"137","0","2015-04-10",2015,"maiden",114
2943,"140","0","2015-04-10",2015,"maiden",134
2944,"600","0","2015-04-10",2015,"maiden",147
2945,"601","0","2015-04-10",2015,"maiden",105
2946,"602","<1","2015-04-10",2015,"maiden",149
2947,"606","0","2015-04-10",2015,"maiden",118
2948,"2009","<2","2015-04-09",2015,"maiden",76
2949,"2012","<2","2015-04-09",2015,"maiden",190
2950,"30",">1","2015-04-10",2015,"maiden",161
2952,"28","<1","2015-04-10",2015,"maiden",206
2953,"29",">1","2015-04-10",2015,"maiden",171
2954,"31","0","2015-04-10",2015,"maiden",194
2955,"1662","0","2015-04-10",2015,"maiden",72
2956,"870","0","2015-04-10",2015,"maiden",38
2957,"607","0","2015-04-10",2015,"maiden",99
2958,"872","<1","2015-04-10",2015,"maiden",130
2959,"933","0","2015-04-10",2015,"maiden",213
2960,"1960","<1","2015-04-10",2015,"maiden",65
2961,"962","0","2015-04-10",2015,"maiden",210
2962,"1555","0","2015-04-10",2015,"maiden",88
2963,"230","0","2015-04-10",2015,"maiden",148
2964,"322","0","2015-04-10",2015,"maiden",152
2965,"608","0","2015-04-10",2015,"maiden",75
2966,"609","0","2015-04-10",2015,"maiden",241
2967,"460","0","2015-04-10",2015,"maiden",85
2968,"465","0","2015-04-10",2015,"maiden",52
2969,"469","0","2015-04-10",2015,"maiden",39
2973,"476","0","2015-04-10",2015,"maiden",88
2974,"468","0","2015-04-10",2015,"maiden",82
2975,"26","0","2015-04-10",2015,"maiden",215
2976,"27","0","2015-04-10",2015,"maiden",144
2977,"4","<2","2015-04-10",2015,"maiden",152
2978,"2","0","2015-04-10",2015,"maiden",153
2979,"3","<1","2015-04-10",2015,"maiden",78
2980,"1621","0","2015-04-11",2015,"maiden",233
2981,"1423","<1","2015-04-11",2015,"maiden",307
2982,"639","0","2015-04-11",2015,"maiden",89
2983,"1374","0","2015-04-11",2015,"maiden",91
2984,"657","<1","2015-04-11",2015,"maiden",155
2985,"652","<1","2015-04-11",2015,"multistem",174
2986,"80","<1","2015-04-11",2015,"maiden",127
2987,"83","0","2015-04-11",2015,"maiden",105
2988,"88","0","2015-04-11",2015,"maiden",92
2989,"89","0","2015-04-11",2015,"maiden",82
2990,"90","0","2015-04-11",2015,"maiden",91
2991,"93","0","2015-04-11",2015,"maiden",106
2992,"94","0","2015-04-11",2015,"maiden",71
2993,"95","<3","2015-04-11",2015,"maiden",125
2994,"96","<1","2015-04-11",2015,"maiden",104
2995,"97","0","2015-04-11",2015,"maiden",125
2996,"98","<1","2015-04-11",2015,"maiden",94
2997,"77","0","2015-04-11",2015,"maiden",69
2998,"92","0","2015-04-11",2015,"maiden",94
2999,"694","<1","2015-04-11",2015,"maiden",141
3000,"324","0","2015-04-10",2015,"maiden",52
3001,"325","<1","2015-04-10",2015,"maiden",250
3002,"326","0","2015-04-10",2015,"maiden",197
3003,"579","0","2015-04-10",2015,"maiden",66
3004,"580","0","2015-04-10",2015,"maiden",106
3005,"581","0","2015-04-10",2015,"maiden",138
3006,"693","0","2015-04-11",2015,"maiden",64
3007,"726","0","2015-04-11",2015,"maiden",40
3008,"727","0","2015-04-11",2015,"maiden",73
3010,"1420","0","2015-04-11",2015,"maiden",121
3011,"761","0","2015-04-11",2015,"maiden",147
3012,"756","0","2015-04-11",2015,"maiden",125
3013,"764","0","2015-04-11",2015,"multistem",149
3014,"767","0","2015-04-11",2015,"maiden",94
3015,"1333","0","2015-04-11",2015,"maiden",105
3018,"1356","0","2015-04-11",2015,"maiden",48
3019,"1361",">1","2015-04-11",2015,"maiden",170
3020,"1524","0","2015-04-11",2015,"maiden",44
3021,"1531","0","2015-04-11",2015,"maiden",82
3022,"1532","0","2015-04-11",2015,"maiden",253
3023,"1544","0","2015-04-11",2015,"multistem",125
3024,"1488",">2","2015-04-11",2015,"maiden",172
3025,"1491","0","2015-04-11",2015,"maiden",200
3026,"1542","0","2015-04-11",2015,"maiden",61
3027,"1677","0","2015-04-11",2015,"maiden",71
3028,"1679","0","2015-04-11",2015,"maiden",86
3029,"1683","0","2015-04-11",2015,"maiden",59
3030,"1690",">1","2015-04-11",2015,"maiden",219
3031,"1702","0","2015-04-11",2015,"maiden",72
3032,"1704","0","2015-04-11",2015,"maiden",87
3033,"1707","0","2015-04-11",2015,"multistem",86
3034,"925","0","2015-04-11",2015,"maiden",111
3035,"1483","0","2015-04-11",2015,"maiden",100
3036,"1484","0","2015-04-11",2015,"multistem",120
3037,"1697","0","2015-04-11",2015,"maiden",50
3038,"119","<1","2015-04-11",2015,"maiden",87
3039,"130",">1","2015-04-11",2015,"maiden",85
3040,"127","0","2015-04-11",2015,"maiden",171
3041,"128",">1","2015-04-11",2015,"maiden",159
3043,"104","0","2015-04-11",2015,"maiden",78
3044,"116","<2","2015-04-11",2015,"maiden",133
3045,"1715","0","2015-04-11",2015,"maiden",77
3046,"1740","0","2015-04-11",2015,"maiden",133
3047,"1746","0","2015-04-11",2015,"maiden",75
3048,"1748","0","2015-04-11",2015,"maiden",47
3049,"1749","0","2015-04-11",2015,"maiden",45
3050,"1759","0","2015-04-11",2015,"maiden",121
3051,"1719","0","2015-04-11",2015,"maiden",72
3052,"1722","<1","2015-04-11",2015,"maiden",106
3053,"1731","0","2015-04-11",2015,"maiden",115
3056,"1426",">2","2015-04-11",2015,"maiden",126
3057,"1427","0","2015-04-11",2015,"maiden",139
3058,"1444","0","2015-04-11",2015,"maiden",149
3059,"1450","0","2015-04-11",2015,"multistem",67
3060,"1469","0","2015-04-11",2015,"maiden",144
3061,"1474",">1","2015-04-11",2015,"maiden",164
3062,"1458","0","2015-04-11",2015,"maiden",79
3063,"1459","<1","2015-04-11",2015,"maiden",152
3064,"1465","<2","2015-04-11",2015,"maiden",112
3065,"913","<2","2015-04-11",2015,"maiden",208
3067,"807","<1","2015-04-11",2015,"maiden",61
3069,"713","0","2015-04-11",2015,"maiden",72
3070,"637","<1","2015-04-11",2015,"maiden",110
3071,"1493","0","2015-04-11",2015,"maiden",47
3072,"1546","<2","2015-04-11",2015,"maiden",119
3074,"1448","0","2015-04-11",2015,"maiden",100
3075,"1452","<2","2015-04-11",2015,"maiden",122
3077,"436","0","2015-04-11",2015,"maiden",197
3078,"444","<1","2015-04-11",2015,"multistem",88
3079,"445",">1","2015-04-11",2015,"multistem",174
3080,"175","0","2015-04-11",2015,"maiden",28
3081,"182","0","2015-04-11",2015,"maiden",31
3082,"147","<1","2015-04-11",2015,"multistem",168
3083,"143",">1","2015-04-11",2015,"maiden",115
3084,"358","0","2015-04-11",2015,"maiden",31
3085,"363","<1","2015-04-11",2015,"maiden",46
3086,"364","<1","2015-04-11",2015,"maiden",49
3087,"370","0","2015-04-11",2015,"maiden",59
3088,"350",">1","2015-04-11",2015,"maiden",122
3091,"355","0","2015-04-11",2015,"maiden",101
3092,"356","0","2015-04-11",2015,"maiden",100
3094,"15",">1","2015-04-11",2015,"maiden",190
3095,"12","<2","2015-04-11",2015,"maiden",220
3096,"14",">1","2015-04-11",2015,"maiden",107
3099,"190",">1","2015-04-11",2015,"maiden",92
3100,"188",">3","2015-04-11",2015,"maiden",199
3101,"193","0","2015-04-11",2015,"maiden",55
3102,"194",">1","2015-04-11",2015,"maiden",61
3104,"1162","<3","2015-04-11",2015,"maiden",224
3105,"2040","0","2015-04-11",2015,"maiden",57
3106,"2033","0","2015-04-11",2015,"maiden",110
3107,"197","<3","2015-04-11",2015,"maiden",176
3108,"209","<2","2015-04-11",2015,"maiden",121
3109,"2007","<1","2015-04-11",2015,"maiden",113
3110,"2012","<2","2015-04-11",2015,"maiden",190
3111,"436","<1","2015-04-11",2015,"maiden",197
3112,"444",">1","2015-04-11",2015,"multistem",88
3113,"445","0","2015-04-11",2015,"multistem",174
3114,"175",">1","2015-04-11",2015,"maiden",28
3115,"143","<3","2015-04-11",2015,"maiden",115
3116,"363","0","2015-04-11",2015,"maiden",46
3117,"364","0","2015-04-11",2015,"maiden",49
3118,"350","0","2015-04-11",2015,"maiden",122
3119,"11",">1","2015-04-11",2015,"maiden",50
3120,"10","<1","2015-04-11",2015,"maiden",84
3121,"1317","<2","2015-04-13",2015,"maiden",210
3122,"1313","0","2015-04-13",2015,"maiden",69
3123,"1314","0","2015-04-13",2015,"maiden",49
3124,"949","0","2015-04-13",2015,"maiden",24
3125,"1303","0","2015-04-13",2015,"maiden",73
3126,"1304","0","2015-04-13",2015,"maiden",151
3127,"1306","0","2015-04-13",2015,"maiden",37
3128,"1307","0","2015-04-13",2015,"maiden",35
3129,"1211",">1","2015-04-13",2015,"maiden",398
3130,"1215","<1","2015-04-13",2015,"maiden",67
3131,"694","<3","2015-04-14",2015,"maiden",141
3132,"693","0","2015-04-14",2015,"maiden",64
3133,"726","0","2015-04-14",2015,"maiden",40
3134,"727","0","2015-04-14",2015,"maiden",73
3136,"1420","<1","2015-04-14",2015,"maiden",121
3137,"761","0","2015-04-14",2015,"maiden",147
3138,"756","<1","2015-04-14",2015,"maiden",125
3139,"1333","0","2015-04-14",2015,"maiden",105
3142,"1356","0","2015-04-14",2015,"maiden",48
3143,"1361",">1","2015-04-14",2015,"maiden",170
3144,"1524","0","2015-04-14",2015,"maiden",44
3145,"1531","0","2015-04-14",2015,"maiden",82
3146,"1532",">1","2015-04-14",2015,"maiden",253
3147,"1544",">1","2015-04-14",2015,"multistem",125
3148,"1488","<2","2015-04-14",2015,"maiden",172
3149,"1491","<1","2015-04-14",2015,"maiden",200
3150,"1542","0","2015-04-14",2015,"maiden",61
3151,"1677","0","2015-04-14",2015,"maiden",71
3152,"1679","0","2015-04-14",2015,"maiden",86
3153,"1683","0","2015-04-14",2015,"maiden",59
3154,"1690",">1","2015-04-14",2015,"maiden",219
3155,"1702","0","2015-04-14",2015,"maiden",72
3156,"1704","<1","2015-04-14",2015,"maiden",87
3157,"1707","0","2015-04-14",2015,"multistem",86
3158,"925","<1","2015-04-14",2015,"maiden",111
3159,"1483","0","2015-04-14",2015,"maiden",100
3160,"1484","0","2015-04-14",2015,"multistem",120
3161,"1697","0","2015-04-14",2015,"maiden",50
3162,"119",">1","2015-04-14",2015,"maiden",87
3163,"130","<3","2015-04-14",2015,"maiden",85
3164,"127",">1","2015-04-14",2015,"maiden",171
3165,"128","<3","2015-04-14",2015,"maiden",159
3167,"104","0","2015-04-14",2015,"maiden",78
3168,"116",">3","2015-04-14",2015,"maiden",133
3169,"1740",">1","2015-04-14",2015,"maiden",133
3170,"1746","0","2015-04-14",2015,"maiden",75
3171,"1748","0","2015-04-14",2015,"maiden",47
3172,"1749","0","2015-04-14",2015,"maiden",45
3173,"1759","<1","2015-04-14",2015,"maiden",121
3174,"1719","0","2015-04-14",2015,"maiden",72
3175,"1722","<1","2015-04-14",2015,"maiden",106
3176,"1731",">1","2015-04-14",2015,"maiden",115
3179,"1426","<3","2015-04-14",2015,"maiden",126
3180,"1427","<1","2015-04-14",2015,"maiden",139
3181,"1444",">1","2015-04-14",2015,"maiden",149
3182,"1450","0","2015-04-14",2015,"multistem",67
3183,"1469",">1","2015-04-14",2015,"maiden",144
3184,"1474","<2","2015-04-14",2015,"maiden",164
3185,"1458","0","2015-04-14",2015,"maiden",79
3186,"1459","<1","2015-04-14",2015,"maiden",152
3187,"1465","<2","2015-04-14",2015,"maiden",112
3188,"913","<2","2015-04-14",2015,"maiden",208
3190,"807",">1","2015-04-14",2015,"maiden",61
3192,"713",">1","2015-04-14",2015,"maiden",72
3193,"637","0","2015-04-14",2015,"maiden",110
3194,"1493","<3","2015-04-14",2015,"maiden",47
3195,"1546","<2","2015-04-14",2015,"maiden",119
3198,"1448","<2","2015-04-14",2015,"maiden",100
3199,"1452","0","2015-04-14",2015,"maiden",122
3200,"764","0","2015-04-14",2015,"multistem",149
3201,"767","0","2015-04-14",2015,"maiden",94
3203,"436","<1","2015-04-14",2015,"maiden",197
3204,"444",">1","2015-04-14",2015,"multistem",88
3205,"445","0","2015-04-14",2015,"multistem",174
3206,"175",">1","2015-04-14",2015,"maiden",28
3207,"182","0","2015-04-14",2015,"maiden",31
3208,"147","<1","2015-04-14",2015,"multistem",168
3209,"185","<2","2015-04-14",2015,"maiden",220
3210,"143","<3","2015-04-14",2015,"maiden",115
3211,"184","0","2015-04-14",2015,"maiden",200
3212,"358","0","2015-04-14",2015,"maiden",31
3213,"363","0","2015-04-14",2015,"maiden",46
3214,"364","0","2015-04-14",2015,"maiden",49
3215,"370","0","2015-04-14",2015,"maiden",59
3216,"350","0","2015-04-14",2015,"maiden",122
3219,"355","0","2015-04-14",2015,"maiden",101
3221,"1234","0","2015-04-13",2015,"maiden",63
3222,"1242","<2","2015-04-13",2015,"maiden",86
3223,"1244","0","2015-04-13",2015,"maiden",59
3224,"1258","0","2015-04-13",2015,"multistem",129
3225,"1260","0","2015-04-13",2015,"multistem",96
3226,"1262","0","2015-04-13",2015,"multistem",70
3227,"1269","0","2015-04-13",2015,"maiden",54
3228,"1273","0","2015-04-13",2015,"maiden",44
3231,"1322",">2","2015-04-13",2015,"multistem",171
3232,"1324",">2","2015-04-13",2015,"maiden",211
3233,"46","0","2015-04-13",2015,"maiden",138
3234,"47",">1","2015-04-13",2015,"maiden",76
3235,"49","<1","2015-04-13",2015,"maiden",126
3236,"61","<2","2015-04-13",2015,"maiden",180
3237,"1083","0","2015-04-13",2015,"maiden",140
3238,"1091","0","2015-04-13",2015,"maiden",53
3239,"1125",">1","2015-04-13",2015,"maiden",127
3240,"1128","<1","2015-04-13",2015,"maiden",97
3241,"898","0","2015-04-13",2015,"maiden",202
3243,"1205","<2","2015-04-13",2015,"maiden",126
3244,"1208",">2","2015-04-13",2015,"maiden",114
3245,"1143",">2","2015-04-13",2015,"maiden",235
3246,"1177","0","2015-04-13",2015,"maiden",65
3247,"1274",">1","2015-04-13",2015,"maiden",255
3249,"1137","0","2015-04-13",2015,"maiden",61
3250,"1180",">2","2015-04-13",2015,"maiden",155
3251,"1067","<1","2015-04-13",2015,"maiden",137
3252,"889","<2","2015-04-13",2015,"maiden",425
3253,"996","0","2015-04-13",2015,"maiden",65
3254,"962","<1","2015-04-13",2015,"maiden",210
3255,"1550","0","2015-04-13",2015,"maiden",47
3256,"1552","0","2015-04-13",2015,"maiden",209
3257,"842",">1","2015-04-13",2015,"maiden",185
3258,"843","<1","2015-04-13",2015,"maiden",169
3259,"844","<2","2015-04-13",2015,"maiden",234
3260,"1555","0","2015-04-13",2015,"maiden",88
3261,"237",">1","2015-04-13",2015,"maiden",194
3262,"230","<1","2015-04-13",2015,"maiden",148
3263,"1564","0","2015-04-13",2015,"maiden",40
3264,"1573","0","2015-04-13",2015,"maiden",89
3265,"854","<1","2015-04-13",2015,"maiden",93
3266,"856",">1","2015-04-13",2015,"maiden",137
3267,"2153","0","2015-04-13",2015,"maiden",132
3268,"1576",">1","2015-04-13",2015,"maiden",152
3269,"1577","0","2015-04-13",2015,"maiden",160
3270,"1580","<1","2015-04-13",2015,"maiden",72
3272,"300","0","2015-04-13",2015,"maiden",49
3273,"302","0","2015-04-13",2015,"maiden",53
3276,"304","<2","2015-04-13",2015,"maiden",165
3277,"305","0","2015-04-13",2015,"maiden",118
3278,"1781","<1","2015-04-13",2015,"maiden",158
3279,"1609","<1","2015-04-13",2015,"maiden",158
3280,"1787","<2","2015-04-13",2015,"maiden",95
3281,"1788",">1","2015-04-13",2015,"maiden",136
3282,"258","<1","2015-04-13",2015,"maiden",136
3283,"270","0","2015-04-13",2015,"maiden",177
3284,"278","0","2015-04-13",2015,"maiden",78
3285,"281","0","2015-04-13",2015,"maiden",91
3286,"277","0","2015-04-13",2015,"maiden",115
3287,"322","0","2015-04-13",2015,"maiden",152
3288,"324","0","2015-04-13",2015,"maiden",52
3289,"325","<1","2015-04-13",2015,"maiden",250
3290,"326","0","2015-04-13",2015,"maiden",197
3291,"579","0","2015-04-13",2015,"maiden",66
3292,"580","0","2015-04-13",2015,"maiden",106
3293,"581","0","2015-04-13",2015,"maiden",138
3294,"582",">1","2015-04-13",2015,"maiden",70
3295,"137","0","2015-04-13",2015,"maiden",114
3298,"140","0","2015-04-13",2015,"maiden",134
3299,"600","0","2015-04-13",2015,"maiden",147
3300,"601","0","2015-04-13",2015,"maiden",105
3301,"602","<2","2015-04-13",2015,"maiden",149
3302,"606","0","2015-04-13",2015,"maiden",118
3303,"607","0","2015-04-13",2015,"maiden",99
3304,"608","0","2015-04-13",2015,"maiden",75
3305,"609","0","2015-04-13",2015,"maiden",241
3306,"460","<2","2015-04-13",2015,"maiden",85
3307,"465","<1","2015-04-13",2015,"maiden",52
3308,"469","<1","2015-04-13",2015,"maiden",39
3312,"476",">2","2015-04-13",2015,"maiden",88
3313,"468","0","2015-04-13",2015,"maiden",82
3314,"26",">1","2015-04-13",2015,"maiden",215
3315,"27","<2","2015-04-13",2015,"maiden",144
3316,"4",">3","2015-04-13",2015,"maiden",152
3317,"2","<1","2015-04-13",2015,"maiden",153
3318,"3","<1","2015-04-13",2015,"maiden",78
3319,"564","0","2015-04-13",2015,"maiden",233
3320,"559","<1","2015-04-13",2015,"maiden",86
3321,"572","<3","2015-04-13",2015,"maiden",125
3322,"5",">3","2015-04-13",2015,"maiden",402
3323,"1621",">1","2015-04-14",2015,"maiden",233
3324,"1423","<3","2015-04-14",2015,"maiden",307
3325,"639","0","2015-04-14",2015,"maiden",89
3326,"1374","<1","2015-04-14",2015,"maiden",91
3327,"657",">1","2015-04-14",2015,"maiden",155
3328,"652",">1","2015-04-14",2015,"multistem",174
3329,"80","<2","2015-04-14",2015,"maiden",127
3330,"83","0","2015-04-14",2015,"maiden",105
3331,"88","<3","2015-04-14",2015,"maiden",92
3332,"89","0","2015-04-14",2015,"maiden",82
3333,"90","0","2015-04-14",2015,"maiden",91
3334,"93","0","2015-04-14",2015,"maiden",106
3335,"94","0","2015-04-14",2015,"maiden",71
3336,"95",">3","2015-04-14",2015,"maiden",125
3337,"96","<1","2015-04-14",2015,"maiden",104
3338,"97","<1","2015-04-14",2015,"maiden",125
3339,"98",">1","2015-04-14",2015,"maiden",94
3340,"69",">1","2015-04-14",2015,"maiden",400
3341,"77","<1","2015-04-14",2015,"maiden",69
3342,"356","0","2015-04-14",2015,"maiden",100
3344,"15","<2","2015-04-14",2015,"maiden",190
3345,"12","<3","2015-04-14",2015,"maiden",220
3346,"14","<2","2015-04-14",2015,"maiden",107
3349,"190","<1","2015-04-14",2015,"maiden",92
3350,"188",">3","2015-04-14",2015,"maiden",199
3351,"193","0","2015-04-14",2015,"maiden",55
3352,"194","0","2015-04-14",2015,"maiden",61
3354,"1989","0","2015-04-14",2015,"maiden",67
3355,"1991","0","2015-04-14",2015,"maiden",87
3356,"1100","<1","2015-04-14",2015,"maiden",138
3357,"1101",">3","2015-04-14",2015,"maiden",320
3360,"1104","<2","2015-04-14",2015,"maiden",165
3361,"827","0","2015-04-14",2015,"multistem",131
3362,"828","0","2015-04-14",2015,"maiden",59
3363,"829","<2","2015-04-14",2015,"maiden",155
3367,"1162",">3","2015-04-14",2015,"maiden",224
3368,"2040","0","2015-04-14",2015,"maiden",57
3369,"2033","0","2015-04-14",2015,"maiden",110
3370,"197","<4","2015-04-14",2015,"maiden",176
3371,"209","<3","2015-04-14",2015,"maiden",121
3372,"2007",">1","2015-04-14",2015,"maiden",113
3373,"2009","0","2015-04-14",2015,"maiden",76
3374,"2012",">2","2015-04-14",2015,"maiden",190
3375,"2013",">3","2015-04-14",2015,"maiden",188
3376,"202","<1","2015-04-14",2015,"maiden",89
3377,"11","<2","2015-04-14",2015,"maiden",50
3378,"10","<1","2015-04-14",2015,"maiden",84
3382,"1279","0","2015-04-15",2015,"maiden",265
3383,"1403","0","2015-04-15",2015,"maiden",183
3385,"1083","0","2015-04-15",2015,"maiden",140
3386,"1067","<1","2015-04-15",2015,"maiden",137
3387,"1184","<1","2015-04-15",2015,"maiden",419
3388,"30","<3","2015-04-15",2015,"maiden",161
3390,"28","<1","2015-04-15",2015,"maiden",206
3391,"29","<4","2015-04-15",2015,"maiden",171
3392,"31","<1","2015-04-15",2015,"maiden",194
3393,"890","<3","2015-04-15",2015,"maiden",84
3394,"891","<1","2015-04-15",2015,"maiden",68
3395,"895","<3","2015-04-15",2015,"maiden",109
3396,"1399","<2","2015-04-15",2015,"maiden",260
3397,"1390","0","2015-04-15",2015,"maiden",280
3398,"991","<2","2015-04-15",2015,"multistem",160
3399,"1662","0","2015-04-15",2015,"maiden",72
3401,"889","<2","2015-04-15",2015,"maiden",425
3402,"1016","<2","2015-04-15",2015,"maiden",60
3403,"870","0","2015-04-15",2015,"maiden",38
3404,"872",">1","2015-04-15",2015,"maiden",130
3405,"880","<2","2015-04-15",2015,"maiden",99
3406,"897","0","2015-04-15",2015,"maiden",73
3407,"1674","<2","2015-04-15",2015,"maiden",88
3408,"1003",">1","2015-04-15",2015,"maiden",130
3409,"937","0","2015-04-15",2015,"maiden",83
3410,"942","<3","2015-04-15",2015,"maiden",85
3411,"996","0","2015-04-15",2015,"maiden",65
3412,"1014",">3","2015-04-15",2015,"maiden",55
3413,"1018","0","2015-04-15",2015,"maiden",41
3414,"1020","0","2015-04-15",2015,"maiden",100
3415,"1667","0","2015-04-15",2015,"maiden",59
3416,"962","<2","2015-04-15",2015,"maiden",210
3417,"1550","0","2015-04-15",2015,"maiden",47
3418,"1552","<1","2015-04-15",2015,"maiden",209
3419,"842","<2","2015-04-15",2015,"maiden",185
3420,"843","0","2015-04-15",2015,"maiden",169
3421,"844","<1","2015-04-15",2015,"maiden",234
3422,"1555","0","2015-04-15",2015,"maiden",88
3423,"237","0","2015-04-15",2015,"maiden",194
3424,"230",">2","2015-04-15",2015,"maiden",148
3425,"1564","<2","2015-04-15",2015,"maiden",40
3426,"1570","0","2015-04-15",2015,"maiden",175
3427,"1573","0","2015-04-15",2015,"maiden",89
3428,"854",">2","2015-04-15",2015,"maiden",93
3429,"856","<3","2015-04-15",2015,"maiden",137
3430,"2153","<1","2015-04-15",2015,"maiden",132
3431,"970","0","2015-04-15",2015,"maiden",249
3432,"2149","<1","2015-04-15",2015,"maiden",138
3433,"983","<1","2015-04-15",2015,"maiden",100
3434,"973",">1","2015-04-15",2015,"maiden",220
3435,"974","<2","2015-04-15",2015,"maiden",187
3436,"1576",">1","2015-04-15",2015,"maiden",152
3437,"1577","0","2015-04-15",2015,"maiden",160
3438,"1580","0","2015-04-15",2015,"maiden",72
3439,"1581","0","2015-04-15",2015,"maiden",20
3441,"300","<2","2015-04-15",2015,"maiden",49
3442,"302","<4","2015-04-15",2015,"maiden",53
